auspicious;1;;;;;1
horrible;;;;;;1
dick;;;;1;;1
mortify;1;;;;;
slut;;;;1;;1
circulate;;;1;;;
stylized;;1;1;;;
abbreviate;;;1;;;
thence;1;;;;;
kook;;;;1;;1
swoon;1;;;;1;
rooster;;;;;1;
klutz;;;;1;;1
juggle;;;;;1;
skepticism;;1;;;;
spoon;;;;;1;
patriarchal;;;1;;;
mesmerizing;;;;;;1
word;literary;abstract;objective;colloquial;concrete;subjective
trove;1;;1;;;
scab;;;;;1;
ancillary;;;1;;;
sharp-tongued;1;;;;;1
abhor;;;;;;1
slacker;;;;1;;1
wizened;;;;;1;
clock;;;;;1;
kiss;;;;;1;
philanthropic;;1;;;;
skank;;;;1;;1
unlistenable;;;;;;1
adverse;;;1;;;
prevarication;1;;1;;;
chaste;1;;;;;
elongate;;;1;;1;
well-produced;;;1;;;
puke;;;;1;1;
reticent;1;;;;;
owl;;;;;1;
word;literary;abstract;objective;colloquial;concrete;subjective
beloved;1;;;;;1
ahole;;;;1;;1
rainy;;;;;1;
commit;;;1;;;
scratch;;;;;1;
redress;1;;1;;;
ly;;;;1;;
wussy;;;;1;;1
wtf;;;;1;;1
tenet;;1;1;;;
adjacent;;;1;;;
valor;1;;;;;1
disastrous;;;;;;1
plz;;;;1;;
innovative;;;1;;;1
stumble;;;;;1;
miraculous;;;;;;1
concussion;;;1;;;
sprout;;;;;1;
top-notch;;;;1;;1
word;literary;abstract;objective;colloquial;concrete;subjective
assent;;;1;;;
grubby;;;;1;;1
alienation;;1;;;;
association;;;1;;;
differentiate;;;1;;;
feign;1;;;;;
vocation;;;1;;;
androgynous;;;1;;;
banal;;;1;;;
homosexual;;;1;;;
elaborate;;;1;;;
totality;;;1;;;
increase;;1;;;;
deceased;;;1;;;
fork;;;;;1;
gun;;;;;1;
fey;;;;;;1
afro;;;;1;1;
capable;;;1;;;
horny;;;;1;;1
word;literary;abstract;objective;colloquial;concrete;subjective
structure;;1;;;;
enthusiastic;;;;;;1
carrot;;;;;1;
app;;;;1;;
profitable;;;;;;1
slurp;;;;;1;
hand;;;;;1;
whilst;1;;;;;
gorgeous;;;;;;1
wank;;;;1;;1
implicit;;1;;;;
idiosyncrasy;;1;;;;
residence;;;1;;1;
sunny;;;;;1;
intellect;;1;;;;
twirl;;;;;1;
permissive;;;;;;1
moo;;;;1;1;
atm;;;;1;;
recess;;;;;;
word;literary;abstract;objective;colloquial;concrete;subjective
sorta;;;;1;;
delicious;;;;;;1
dude;;;;1;;
convo;;;;1;;
booze;;;;1;1;
nm;;;;1;;
dreamy;1;;;;;
shove;;;;;1;
expunge;;;1;;;
notable;;;1;;;
paramour;1;;;;;
composite;;1;;;;
impermeable;;1;;;;
shoe;;;;;1;
fav;;;;1;;
profession;;;1;;;
supreme;;;;;;1
spotless;;;1;;;
ethereal;1;;;;;
asap;;;;1;;
word;literary;abstract;objective;colloquial;concrete;subjective
moose;;;;;1;
mantle;;;;;1;
beckon;1;;;;1;
extrinsic;;1;;;;
conglomeration;;;1;;;
perverse;;;;;;1
counterbalance;;;;;1;
assimilate;;;1;;;
habitation;;;1;;;
btw;;;;1;;
jacket;;;;;1;
mic;;;;1;;
gimme;;;;1;;
absorbing;;;1;;;
talisman;;;;;1;
exquisite;;;;;;1
drugged-out;;;;1;;1
thrice;1;;;;;
bugger;;;;1;;1
endearing;;;;;;1
word;literary;abstract;objective;colloquial;concrete;subjective
horde;;;1;;;
accommodation;;;1;;;
wily;;;;;;1
hell;;1;;;;
wan;;;;;1;
proxy;;1;;;;
compensation;;;1;;;
blueberry;;;;;1;
pallid;;;;;1;
sis;;;;1;;
infrequent;;;1;;;
toss;;;;;1;
twain;1;;;;;
wimp;;;;1;;1
ugly;;;;;;1
diabolical;;;;;;1
slammer;;;;1;;
gig;;;;1;;
babe;;;;;1;
covenant;;1;;;;
word;literary;abstract;objective;colloquial;concrete;subjective
loser;;;;;;1
scream;;;;;1;
fundamental;;1;;;;
accumulate;;;1;;;
bbs;;;;1;;
pinch;;;;;1;
impediment;;;1;;;
cuz;;;;1;;
godawful;;;;1;;1
approbation;;;1;;;
whence;1;;;;;
kindle;;;;;1;
bark;;;;;1;
embitter;1;1;;;;
instruct;;;1;;;
expatriate;;1;;;;
car;;;;;1;
sooth;1;;;;;
slap;;;;;1;
irreproachable;;;1;;;
word;literary;abstract;objective;colloquial;concrete;subjective
demoralize;;1;;;;
growl;;;;;1;
sensational;;;;;;1
imho;;;;1;;
circumspect;;;1;;;
wayward;;;;;;1
spook;;;;1;;1
pristine;;1;;;;
wisdom;;1;;;;
keyboard;;;;;1;
thx;;;;1;;
controversy;;;1;;;
well-made;;;;;1;
push;;;;;1;
worthless;;;;;;1
anon;1;;;;;
impeccable;;;;;;1
yore;1;;;;;
primeval;;;1;;;
windy;;;;;1;
word;literary;abstract;objective;colloquial;concrete;subjective
u;;;;1;;
kitty;;;;;1;
actual;;;1;;;
extemporaneous;;;1;;;
flaky;;;;;1;
formulate;;1;;;;
fuck;;;;1;1;1
abstinence;;;;;;
whack;;;;1;1;
passion;;1;;;;
urchin;;;;;;1
organization;;1;;;;
filthy;;;;;;1
kaput;;;;1;;
frolic;;;;;1;
constrain;;1;;;;
unsullied;;;;;;1
plausible;;;1;;;
hair;;;;;1;
moon;;;;;1;
word;literary;abstract;objective;colloquial;concrete;subjective
heretic;1;;;;;
wonk;;;;1;;
shovel;;;;;1;
oven;;;;;1;
sky;;;;;1;
arse;;;;1;;
equivocal;;;1;;;
archetype;;1;;;;
worthy;;;;;;1
ere;1;;;;;
delusional;;;;;;1
academia;;;1;;;
syndrome;;1;;;;
ltr;;;;1;;
broccoli;;;;;1;
lamp;;;;;1;
enjoyable;;;;;;1
appearance;;;1;;;
sol;;;;1;;
disorder;;1;;;;
word;literary;abstract;objective;colloquial;concrete;subjective
disheveled;;;;;;1
punch;;;;;1;
ic;;;;1;;
adjourn;;;1;;;
endowment;;1;;;;
well-researched;;;;;;1
element;;;;;1;
inquisition;;;;;;
hostile;;;;;;1
aspersion;;;1;;;
doctrine;;1;;;;
f2f;;;;1;;
partisan;;;1;;;
venomous;;;;;;1
cede;1;;1;;;
abrasive;;;1;;;
waylaid;;;;;1;
squeak;;;;;1;
depraved;;;;;;1
horrid;;;;;;1
word;literary;abstract;objective;colloquial;concrete;subjective
incision;;;1;;1;
rofl;;;;1;;
panacea;;1;1;;;
smite;1;;;;1;
shriek;;;;;1;
marginal;;;;;;1
roll;;;;;1;
doggy;;;;;1;
symbolize;;1;;;;
vale;1;;;;1;
yon;1;;;;;
dickhead;;;;1;;1
beyond;;1;;;;
contradictory;;1;;;;
mayhaps;1;;;;;
implement;;;1;;;
lest;1;;;;;
mediate;;1;;;;
acclaimed;;;;;;1
insolence;;;;;;1
word;literary;abstract;objective;colloquial;concrete;subjective
pleasing;;;;;;1
skirt;;;;;1;
verdant;;;;;1;
imbue;1;;;;;
approximately;;1;;;;
comprise;;;1;;;
malicious;;;;;;1
dispassionate;;;1;;;
pee;;;;1;1;
excellent;;;;;;1
strawberry;;;;;1;
airhead;;;;1;;1
wanna;;;;1;;
laud;1;;;;;
bogey;;;;;;1
narrative;;;1;;;
sumptuous;;;;;;1
hither;1;;;;;
snarl;;;;;1;
hitherto;1;;;;;
word;literary;abstract;objective;colloquial;concrete;subjective
ancestry;;1;;;;
insolvent;;;1;;;
apprise;;;1;;;
populace;;;1;;;
whisper;;;;;1;
repent;;1;;;;
reek;;;;;1;
chauvinism;;1;;;;
occur;;;1;;;
deduction;;1;;;;
loveable;;;;;;1
coalesce;;;;;1;
hanger;;;;;1;
forgo;;;1;;;
ur;;;;1;;
gtr;;;;1;;
jar;;;;;1;
transient;;;1;;;
meds;;;;1;1;
aperture;;;1;;1;
word;literary;abstract;objective;colloquial;concrete;subjective
ttys;;;;1;;
precursor;;1;;;;
weep;;;;;1;
wanton;;;;;;1
significance;;1;;;;
communicable;;;1;;;
knave;1;;;;;1
blah;;;;1;;
juice;;;;;1;
goof;;;;1;;1
socks;;;;;1;
constituent;;;1;;;
ttyl;;;;1;;
worst;;;;;;1
bray;;;;;1;
artisan;;;;;1;
hock;;;;;1;
chirp;;;;;1;
haste;;;1;;;
fourth-rate;;;;1;;1
word;literary;abstract;objective;colloquial;concrete;subjective
freeze;;;;;1;
potato;;;;;1;
nerd;;;;1;;1
splendid;;;;;;1
anathema;;;;;;1
inaugurate;;;1;;;
sand;;;;;1;
mouse;;;;;1;
monstrous;;;;;1;
pedantic;;;1;;;
freak;;;;1;;1
crappy;;;;1;;1
underwear;;;;;1;
encircle;1;;1;;;
prestigious;;;;;;1
translucent;;;;;1;
mandatory;;;1;;;
dismal;;;;;;1
neato;;;;1;;
occupation;;;1;;;
word;literary;abstract;objective;colloquial;concrete;subjective
drool;;;;;1;
skeletal;;;1;;1;
screw-up;;;;1;;1
axiom;;1;;;;
first-rate;;;;;;1
abusive;;;;;;1
conflagration;1;;;;1;
betwixt;1;;;;;
sml;;;;1;;
fyi;;;;1;;
unacceptable;;;;;;1
gratuity;;;1;;;
smoosh;;;;1;;
mere;1;;;;;1
inexcusable;;;;;;1
extraordinary;;;;;;1
ym;;;;1;;
lmao;;;;1;;
bastard;;;;;;1
friendly;;;;;;1
word;literary;abstract;objective;colloquial;concrete;subjective
cuddle;;;;;1;
deluxe;;;;;;1
specialization;;1;;;;
squall;;;;;1;
congruent;;1;;;;
kick;;;;;1;
categorize;;1;;;;
rue;1;;;;;
ass;;;;1;1;
cunt;;;;1;1;1
quilt;;;;;1;
revolting;;;;;;
imao;;;;1;;
publish;;;;;1;
differ;;;1;;;
fleeting;;;;;;
racist;;;;;1;1
reminisce;;;;;;
tidings;1;;;;;
profane;;1;;;;
word;literary;abstract;objective;colloquial;concrete;subjective
resound;1;;;;;
painful;;;;;;1
gaunt;;;;;1;
criterion;;;1;;;
climate;;1;;;;
flick;;;;;1;
elation;;;;;;1
frangible;;;;;1;
cur;;;;;1;1
humanity;;1;;;;
fwb;;;;1;;
nonchalant;;;1;;;
solely;;;1;;;
scam;;;1;;;
crawl;;;;;1;
enthralling;;;;;;1
grievous;;;;;;1
trampoline;;;;;1;
couch;;;;;1;
agriculture;;1;;;;
word;literary;abstract;objective;colloquial;concrete;subjective
assemblage;;;1;;;
damsel;1;;;;1;
apparition;1;;;;1;
stinky;;;;;1;
verse;;1;;;;
covet;1;;;;;1
exciting;;;;;;1
fortunate;;;;;;1
disciple;;1;1;;;
carbs;;;;1;;
vagabond;1;;;;;
glorious;;;;;;1
verbose;;;;;;1
encroach;;1;;;;
asshole;;;;1;;1
bozo;;;;1;;1
stellar;;;;;1;
gonna;;;;1;;
ensue;;;1;;;
ratify;;;1;;;
word;literary;abstract;objective;colloquial;concrete;subjective
wail;;;;;1;
humanitarian;;1;;;;1
congenital;;1;;;;
forthwith;1;;;;;
succour;;;;;;1
beneath;;1;;;;
flip;;;;;1;
oligarchic;;1;;;;
belie;1;;;;;
rake;;;;;1;
affinity;;;1;;;
oft;1;;;;;
reserved;;;;;;1
panda;;;;;1;
dreary;;;;;;1
lamppost;1;;;;1;
allegiance;;1;;;;
discontinue;;;1;;;
cucumber;;;;;1;
spider;;;;;1;
word;literary;abstract;objective;colloquial;concrete;subjective
zucchini;;;;;1;
expectation;;1;;;;
sew;;;;;1;
cushy;;;;1;;
barter;;;1;;;
outermost;;1;;;;
drip;;;;;1;
well-acted;;;1;;;
wipe;;;;;1;
injunction;;1;1;;;
malevolent;;;;;;1
eminent;;;;;;1
travail;1;;;;1;
trademark;;;;;1;
insulting;;;;;;1
snow;;;;;1;
mannerism;;;;;1;
dote;;;;;;1
ear;;;;;1;
omit;;;1;;;
word;literary;abstract;objective;colloquial;concrete;subjective
afield;1;;;;;
attribute;;1;1;;;
bullshit;;;;1;;1
plunger;;;;;1;
explicit;;;1;;;
mailbox;;;;;1;
forevermore;1;;;;;
champ;;;;;;1
reactionary;;;;;;1
lousy;;;;1;;1
wile;1;;;;;
jubilant;;;;;;1
puissant;;;1;;;
consecrate;;1;;;;
ingrain;;;1;;;
bonk;;;;1;;
fox;;;;;1;
suck;;;;;1;
velocity;;1;1;;;
assignment;;;1;;;
word;literary;abstract;objective;colloquial;concrete;subjective
procedure;;;1;;;
balls-up;;;;1;;1
hue;;;;;1;
secular;;;1;;;
legitimate;;1;;;;
denomination;;;1;;;
wannabe;;;;1;;1
indigenous;;1;;;;
cya;;;;1;;
pleasant;;;;;;1
jurisdiction;;1;;;;
awful;;;;;;1
carnal;1;;;;;
apeshit;;;;1;;1
inhabit;;;1;;;
betrothed;1;;;;;
nuke;;;;1;;
dork;;;;1;;1
glitch;;;;1;;
erase;;;;;1;
word;literary;abstract;objective;colloquial;concrete;subjective
cognizant;;;1;;;
dazzling;;;;;;1
delineate;;;1;;;
radish;;;;;1;
bean;;;;;1;
legendary;;1;;;;
superior;;;;;;1
loathe;;;;;;1
craven;;;;;;1
marvelous;;;;;;1
amazing;;;;;;1
rejuvenation;;1;;;;
adjunct;;;1;;;
coexistence;;1;;;;
sallow;;;;;1;
bro;;;;1;;
sojourn;;;1;;;
crap;;;;1;;1
nasty;;;;;;1
cock;;;;1;1;
word;literary;abstract;objective;colloquial;concrete;subjective
repulsive;;;;;;1
bonehead;;;;1;;1
ecclesiastic;;;1;;;
spacious;;;1;;;
innate;;1;;;;
poignant;;1;;;;
incredible;;;1;;;
vindicate;;1;;;;
elegant;;;;;;1
enviable;;;;;;1
grub;;;;;1;
glam;;;;1;;
apace;1;;;;;
respite;;;1;;;
terrible;;;;;;1
fraught;1;;;;;
melodious;;;;;;1
bender;;;;1;;
notorious;;;;;;1
acquaintance;;;1;;;
word;literary;abstract;objective;colloquial;concrete;subjective
synthetic;;;1;;;
coulda;;;;1;;
subsidiary;;1;;;;
bum;;;;1;1;
tomato;;;;;1;
piano;;;;;1;
attorney;;;1;;;
pampered;;;;;;1
compose;;1;;;;
pear;;;;;1;
boat;;;;;1;
shun;;;1;;;
animate;;1;;;;
spread;;1;;;;
tmi;;;;1;;
hence;1;;;;;
lizard;;;;;1;
conspiracy;;;1;;;
sacrilege;;1;;;;
veg;;;;1;;
word;literary;abstract;objective;colloquial;concrete;subjective
atrocious;;;;;;1
nostalgic;;1;;;;
grotesque;;;1;;;1
caricature;;;1;;;
unmatched;;;1;;;
mete;1;;;;;
grass;;;;;1;
facsimile;;;1;;;
obscene;;1;;;;
wall;;;;;1;
nary;1;;;;;
shrug;;;;;1;
faucet;;;;;1;
enchanting;;1;;;;
sharpener;;;;;1;
tarry;1;;;;;
shit;;;;1;;1
initiate;;;1;;;
scurry;;;;;1;
sire;1;;;;;
word;literary;abstract;objective;colloquial;concrete;subjective
altruism;;1;;;;1
discourse;;;1;;;
aesthetic;;1;;;;
butt;;;;1;;
seethe;;;1;;;
miscellaneous;;;1;;;
beseech;1;;;;;
cadaver;;;;;1;
bird;;;;;1;
acumen;;;1;;;
subside;;;1;;;
wicked;;;;;;1
allocate;;;1;;;
odious;;;;;;1
misdemeanor;;1;;;;
rock;;;;;1;
tit;;;;1;;
lol;;;;1;;
miserable;;;;;;1
neigh;;;;;1;
word;literary;abstract;objective;colloquial;concrete;subjective
yoke;;;;;1;
dalliance;1;;;;;
dregs;1;;;;;1
driveway;;;;;1;
shoot;;;;;1;
ceremonial;;;1;;;
leaves;;;;;1;
awesome;;;;1;;1
ethical;;1;;;;
headache-inducing;;;;;;1
proceed;;;1;;;
cock-up;;;;1;;1
induction;;1;;;;
ordinance;;;1;;;
trait;;1;;;;
pitiful;;;;;;1
fantastic;;;;;;1
yonder;1;;;;;
catastrophic;;;;;;1
suit;;1;;;;
word;literary;abstract;objective;colloquial;concrete;subjective
thither;1;;;;;
utmost;;;1;;;
perdition;1;;;;;
bummer;;;;1;;
peripheral;;1;;;;
heritage;;;1;;;
curtain;;;;;1;
bigotry;;;1;;;1
stylish;;;;;;1
operation;;;;;1;
patriotism;;1;;;;
hew;1;;;;1;
dope;;;;1;;
crotch;;1;;;;
forsooth;1;;;;;
flotsam;;1;;;;
pull;;;;;1;
whore;;;;;;1
fascinating;;;;;;1
comely;;;;;;1
word;literary;abstract;objective;colloquial;concrete;subjective
laugh;;;;;1;
gossamer;;;;;1;
bestow;1;;;;;
favorite;;;;;;1
deranged;;;;;;1
adherent;;1;;;;
well-placed;;;;;;1
impressive;;;1;;;
virtue;;1;;;;
mouth-watering;;;;;;1
irony;;1;;;;
refreshing;;;;;;1
generation;;1;;;;
philosophy;;1;;;;
incriminate;;1;1;;;
mooch;;;;1;;1
sneeze;;;;;1;
mournful;1;;;;;1
cool-looking;;;;1;;
dicey;;;;1;;1
word;literary;abstract;objective;colloquial;concrete;subjective
frog;;;;;1;
timely;;;1;;;
diseased;;;1;;;
refined;;;;;;1
applicable;;;1;;;
heedless;1;;;;;1
bosom;;;;;1;
delightful;;;;;;1
bee;;;;;1;
correspond;;;1;;;
correlate;;1;;;;
detestable;;;;;;1
dive;;;;;1;
forswear;1;;;;;
heterogeneous;;1;;;;
sequence;;;1;;;
thwart;;;1;;;
request;;;1;;;
fool;;;;;;1
aught;1;;;;;
word;literary;abstract;objective;colloquial;concrete;subjective
radiant;;;;;;1
horrific;;;;;;1
con;;;;1;;
gallop;;;;;1;
audit;;;1;;;
lmfao;;;;1;;
euphemism;;1;;;;
provisional;;;1;;;
scrumptious;;;;;;1
signify;;;1;;;
progression;;1;;;;
biz;;;;1;;
requisition;;;1;;;
forsake;1;;;;;1
cry;;;;;1;
heed;1;;;;;
holy;;1;;;;
testify;;1;;;;
sickening;;;;;;1
pigeonhole;;;;1;;1
word;literary;abstract;objective;colloquial;concrete;subjective
behold;1;;;;;
;;;;;;
;109;133;204;148;225;222
;;;;;;
;;;;;;
;150;150;250;150;250;250
